"Time","Chest freezer (273l)","Dish washer (12 place setting)","Halogen lamp 1 ()","Halogen lamp 2 ()","Halogen lamp 3 ()","Halogen lamp 4 ()","Power supply for fuel boiler ()","Site consumption ()","Washing machine (3,25kW)"
"1998-01-24 05:10:00.0","11","0","0","0","0","0","12","37","0"
"1998-01-24 05:20:00.0","4","0","0","0","0","0","13","31","0"
"1998-01-24 05:30:00.0","0","0","0","0","0","0","13","31","0"
"1998-01-24 05:40:00.0","0","0","0","0","0","0","12","40","0"
"1998-01-24 05:50:00.0","15","0","0","0","0","0","12","137","0"
"1998-01-24 06:00:00.0","0","0","0","0","0","0","28","77","0"
"1998-01-24 06:10:00.0","0","0","0","0","0","0","13","44","0"
"1998-01-24 06:20:00.0","8","0","0","0","0","0","12","48","0"
"1998-01-24 06:30:00.0","7","0","0","0","0","0","13","32","0"
"1998-01-24 06:40:00.0","0","0","0","0","0","0","19","34","0"
"1998-01-24 06:50:00.0","0","0","0","0","0","0","21","35","0"
"1998-01-24 07:00:00.0","14","0","0","0","0","0","13","89","0"
"1998-01-24 07:10:00.0","0","0","0","0","0","0","12","91","0"
"1998-01-24 07:20:00.0","0","0","0","0","50","0","12","123","0"
"1998-01-24 07:30:00.0","6","0","0","0","74","0","29","155","0"
"1998-01-24 07:40:00.0","9","0","0","0","56","0","12","199","0"
"1998-01-24 07:50:00.0","0","0","0","0","0","0","12","58","0"
"1998-01-24 08:00:00.0","0","0","0","0","0","0","13","61","0"
"1998-01-24 08:10:00.0","14","0","0","0","0","0","25","87","0"
"1998-01-24 08:20:00.0","0","0","0","0","0","0","16","41","0"
"1998-01-24 08:30:00.0","0","0","0","0","0","0","12","27","0"
"1998-01-24 08:40:00.0","6","0","0","0","0","0","13","33","0"
"1998-01-24 08:50:00.0","9","0","0","0","0","0","28","71","0"
"1998-01-24 09:00:00.0","0","0","0","0","0","0","13","170","0"
"1998-01-24 09:10:00.0","0","0","0","0","0","0","12","146","0"
"1998-01-24 09:20:00.0","15","0","0","0","0","0","13","102","0"
"1998-01-24 09:30:00.0","0","0","0","0","0","0","28","109","0"
"1998-01-24 09:40:00.0","0","0","0","0","0","0","12","98","0"
"1998-01-24 09:50:00.0","4","0","0","0","0","0","12","108","0"
"1998-01-24 10:00:00.0","10","0","0","0","0","0","12","119","0"
"1998-01-24 10:10:00.0","0","0","0","0","0","0","31","61","0"
"1998-01-24 10:20:00.0","2","0","0","0","0","0","12","50","0"
"1998-01-24 10:30:00.0","13","0","0","0","0","0","13","50","0"
"1998-01-24 10:40:00.0","0","0","0","0","0","0","12","83","54"
"1998-01-24 10:50:00.0","0","0","0","0","0","0","26","566","517"
"1998-01-24 11:00:00.0","15","0","0","0","0","0","12","465","413"
"1998-01-24 11:10:00.0","0","0","0","0","0","0","13","36","10"
"1998-01-24 11:20:00.0","0","0","0","0","0","0","13","34","8"
"1998-01-24 11:30:00.0","7","0","0","0","0","0","28","49","0"
"1998-01-24 11:40:00.0","8","0","0","0","0","0","12","34","0"
"1998-01-24 11:50:00.0","0","0","0","0","0","0","13","120","0"
"1998-01-24 12:00:00.0","0","0","0","0","0","0","12","286","0"
"1998-01-24 12:10:00.0","15","0","0","0","0","0","28","319","0"
"1998-01-24 12:20:00.0","0","0","0","0","0","0","12","265","1"
"1998-01-24 12:30:00.0","0","0","0","0","0","0","12","310","0"
"1998-01-24 12:40:00.0","14","0","0","0","0","0","13","116","0"
"1998-01-24 12:50:00.0","1","0","0","0","0","0","28","47","0"
"1998-01-24 13:00:00.0","0","0","0","0","0","0","13","287","0"
"1998-01-24 13:10:00.0","8","0","0","0","0","0","12","107","0"
"1998-01-24 13:20:00.0","7","0","0","0","0","0","12","235","47"
"1998-01-24 13:30:00.0","0","0","0","0","0","0","29","69","22"
"1998-01-24 13:40:00.0","2","0","0","0","0","0","12","31","0"
"1998-01-24 13:50:00.0","12","0","0","0","0","0","13","38","0"
"1998-01-24 14:00:00.0","0","0","0","0","0","0","12","27","0"
"1998-01-24 14:10:00.0","0","0","0","0","0","0","29","59","0"
"1998-01-24 14:20:00.0","14","0","0","0","0","0","12","60","0"
"1998-01-24 14:30:00.0","0","0","0","0","8","0","13","58","0"
"1998-01-24 14:40:00.0","0","249","0","0","0","0","12","279","0"
"1998-01-24 14:50:00.0","9","227","0","0","0","0","31","282","0"
"1998-01-24 15:00:00.0","6","360","0","0","0","0","13","396","0"
"1998-01-24 15:10:00.0","0","209","0","0","0","0","12","255","0"
"1998-01-24 15:20:00.0","0","41","0","0","0","0","13","88","0"
"1998-01-24 15:30:00.0","15","348","0","0","0","0","24","422","0"
"1998-01-24 15:40:00.0","0","352","0","0","0","0","15","405","0"
"1998-01-24 15:50:00.0","0","56","0","0","0","0","13","98","0"
"1998-01-24 16:00:00.0","13","0","0","0","0","0","12","81","0"
"1998-01-24 16:10:00.0","0","0","0","36","0","0","26","228","0"
"1998-01-24 16:20:00.0","0","0","0","79","0","0","16","133","0"
"1998-01-24 16:30:00.0","3","0","0","78","0","0","12","138","0"
"1998-01-24 16:40:00.0","11","0","0","79","0","0","13","146","0"
"1998-01-24 16:50:00.0","0","0","0","78","0","0","19","128","0"
"1998-01-24 17:00:00.0","0","0","0","78","0","0","21","128","0"
"1998-01-24 17:10:00.0","15","0","0","56","0","0","12","121","0"
"1998-01-24 17:20:00.0","0","0","0","0","0","0","13","83","0"
"1998-01-24 17:30:00.0","0","0","6","0","0","0","23","133","0"
"1998-01-24 17:40:00.0","6","0","76","0","0","0","34","187","0"
"1998-01-24 17:50:00.0","9","0","76","0","69","0","13","229","0"
"1998-01-24 18:00:00.0","0","0","75","0","73","0","12","237","0"
"1998-01-24 18:10:00.0","0","0","76","0","73","0","30","262","0"
"1998-01-24 18:20:00.0","15","0","76","0","73","0","12","256","0"
"1998-01-24 18:30:00.0","0","0","75","0","72","0","12","302","0"
"1998-01-24 18:40:00.0","0","0","54","0","73","0","28","338","0"
"1998-01-24 18:50:00.0","7","0","16","0","72","11","12","258","0"
"1998-01-24 19:00:00.0","8","0","44","0","73","66","12","329","0"
"1998-01-24 19:10:00.0","0","0","69","0","1","67","15","254","0"
"1998-01-24 19:20:00.0","0","0","70","0","0","67","26","249","0"
"1998-01-24 19:30:00.0","15","0","69","0","0","66","12","237","0"
"1998-01-24 19:40:00.0","0","0","69","0","0","66","12","378","0"
"1998-01-24 19:50:00.0","0","0","68","0","0","65","28","509","0"
"1998-01-24 20:00:00.0","6","0","69","0","0","66","12","321","0"
"1998-01-24 20:10:00.0","9","0","70","0","0","67","12","241","0"
"1998-01-24 20:20:00.0","0","0","69","0","0","67","16","211","0"
"1998-01-24 20:30:00.0","0","0","70","0","0","67","25","222","0"
"1998-01-24 20:40:00.0","14","0","69","0","0","67","12","215","0"
"1998-01-24 20:50:00.0","0","0","70","0","0","67","12","205","0"
"1998-01-24 21:00:00.0","0","0","68","0","0","65","27","218","0"
"1998-01-24 21:10:00.0","6","0","68","0","1","65","12","209","0"
"1998-01-24 21:20:00.0","9","0","67","0","72","65","12","285","0"
"1998-01-24 21:30:00.0","0","0","30","0","38","66","16","183","0"
"1998-01-24 21:40:00.0","0","0","0","0","0","67","24","127","0"
"1998-01-24 21:50:00.0","15","0","0","0","0","66","12","297","0"
"1998-01-24 22:00:00.0","0","0","0","0","36","74","12","178","0"
"1998-01-24 22:10:00.0","0","0","2","0","71","75","28","250","0"
"1998-01-24 22:20:00.0","4","0","0","0","72","74","12","234","0"
"1998-01-24 22:30:00.0","11","0","0","0","72","74","12","237","0"
"1998-01-24 22:40:00.0","0","0","0","0","70","73","16","217","0"
"1998-01-24 22:50:00.0","0","0","48","0","72","74","24","263","0"
"1998-01-24 23:00:00.0","13","0","76","0","71","49","12","334","0"
"1998-01-24 23:10:00.0","1","169","4","0","72","0","12","329","0"
"1998-01-24 23:20:00.0","0","226","0","0","71","0","12","374","0"
"1998-01-24 23:30:00.0","0","352","0","0","72","0","26","496","0"
"1998-01-24 23:40:00.0","14","273","0","0","71","0","12","408","0"
"1998-01-24 23:50:00.0","0","10","0","0","74","0","12","129","0"
"1998-01-25 00:00:00.0","0","311","0","0","71","0","13","439","0"
"1998-01-25 00:10:00.0","11","351","0","0","71","0","12","490","0"
"1998-01-25 00:20:00.0","4","219","0","0","39","0","12","317","0"
"1998-01-25 00:30:00.0","0","0","0","0","0","0","13","33","0"
"1998-01-25 00:40:00.0","0","0","0","0","0","0","12","28","0"
"1998-01-25 00:50:00.0","15","0","0","0","0","0","28","57","0"
"1998-01-25 01:00:00.0","0","0","0","0","0","0","13","27","0"
"1998-01-25 01:10:00.0","0","0","0","0","0","0","12","28","0"
"1998-01-25 01:20:00.0","7","0","0","0","0","0","12","35","0"
"1998-01-25 01:30:00.0","8","0","0","0","0","0","13","35","0"
"1998-01-25 01:40:00.0","0","0","0","0","0","0","12","27","0"
"1998-01-25 01:50:00.0","0","0","0","0","0","0","13","28","0"
"1998-01-25 02:00:00.0","15","0","0","0","0","0","12","58","0"
"1998-01-25 02:10:00.0","0","0","0","0","0","0","27","59","0"
"1998-01-25 02:20:00.0","0","0","0","0","0","0","13","43","0"
"1998-01-25 02:30:00.0","5","0","0","0","0","0","12","34","0"
"1998-01-25 02:40:00.0","10","0","0","0","0","0","13","36","0"
"1998-01-25 02:50:00.0","0","0","0","0","0","0","12","27","0"
"1998-01-25 03:00:00.0","0","0","0","0","0","0","12","28","0"
"1998-01-25 03:10:00.0","14","0","0","0","0","0","13","42","0"
"1998-01-25 03:20:00.0","1","0","0","0","0","0","21","35","0"
"1998-01-25 03:30:00.0","0","0","0","0","0","0","19","34","0"
"1998-01-25 03:40:00.0","2","0","0","0","0","0","12","31","0"
"1998-01-25 03:50:00.0","12","0","0","0","0","0","12","39","0"
"1998-01-25 04:00:00.0","0","0","0","0","0","0","13","27","0"
"1998-01-25 04:10:00.0","0","0","0","0","0","0","12","46","0"
"1998-01-25 04:20:00.0","13","0","0","0","0","0","12","57","0"
"1998-01-25 04:30:00.0","2","0","0","0","0","0","13","43","0"
"1998-01-25 04:40:00.0","0","0","0","0","0","0","28","42","0"
"1998-01-25 04:50:00.0","0","0","0","0","0","0","12","28","0"
"1998-01-25 05:00:00.0","15","0","0","0","0","0","13","42","0"
"1998-01-25 05:10:00.0","0","0","0","0","0","0","12","28","0"
"1998-01-25 05:20:00.0","0","0","0","0","0","0","12","27","0"
"1998-01-25 05:30:00.0","10","0","0","0","0","0","13","37","0"
"1998-01-25 05:40:00.0","5","0","0","0","0","0","12","33","0"
"1998-01-25 05:50:00.0","0","0","0","0","0","0","13","30","0"
"1998-01-25 06:00:00.0","0","0","0","0","0","0","27","49","0"
"1998-01-25 06:10:00.0","15","0","0","0","0","0","12","48","0"
"1998-01-25 06:20:00.0","0","0","0","0","0","0","13","31","0"
"1998-01-25 06:30:00.0","0","0","0","0","0","0","13","48","0"
"1998-01-25 06:40:00.0","8","0","0","0","0","0","12","52","0"
"1998-01-25 06:50:00.0","7","0","0","0","0","0","12","46","0"
"1998-01-25 07:00:00.0","0","0","0","0","0","0","13","27","0"
"1998-01-25 07:10:00.0","0","0","0","0","0","0","21","36","0"
"1998-01-25 07:20:00.0","15","0","0","0","0","0","19","48","0"
"1998-01-25 07:30:00.0","0","0","0","0","0","0","13","29","0"
"1998-01-25 07:40:00.0","0","0","0","0","0","0","12","27","0"
"1998-01-25 07:50:00.0","5","0","0","0","0","0","12","34","0"
"1998-01-25 08:00:00.0","9","0","0","0","0","0","13","36","0"
"1998-01-25 08:10:00.0","0","0","0","0","0","0","12","27","0"
"1998-01-25 08:20:00.0","0","0","0","0","0","0","13","28","0"
"1998-01-25 08:30:00.0","15","0","0","0","0","0","27","56","0"
"1998-01-25 08:40:00.0","0","0","0","0","0","0","12","27","0"
"1998-01-25 08:50:00.0","0","0","0","0","0","0","13","69","0"
"1998-01-25 09:00:00.0","3","0","0","0","0","0","12","154","0"
"1998-01-25 09:10:00.0","12","0","0","0","0","0","13","119","0"
"1998-01-25 09:20:00.0","0","0","0","0","0","0","24","68","0"
"1998-01-25 09:30:00.0","0","0","0","0","0","0","21","72","0"
"1998-01-25 09:40:00.0","13","0","0","0","0","0","13","55","0"
"1998-01-25 09:50:00.0","2","0","0","0","0","0","28","58","0"
"1998-01-25 10:00:00.0","0","0","0","0","0","0","18","45","0"
"1998-01-25 10:10:00.0","11","0","0","0","0","0","12","39","0"
"1998-01-25 10:20:00.0","5","0","0","0","0","0","13","245","0"
"1998-01-25 10:30:00.0","0","0","0","0","0","0","24","331","15"
"1998-01-25 10:40:00.0","4","0","0","0","0","0","15","701","498"
"1998-01-25 10:50:00.0","10","0","0","0","0","0","12","378","87"
"1998-01-25 11:00:00.0","0","0","0","0","0","0","12","137","7"
"1998-01-25 11:10:00.0","0","0","0","0","0","0","26","227","0"
"1998-01-25 11:20:00.0","15","0","0","0","0","0","14","198","1"
"1998-01-25 11:30:00.0","0","0","0","0","0","0","12","138","30"
"1998-01-25 11:40:00.0","0","0","0","0","0","0","12","131","0"
"1998-01-25 11:50:00.0","8","0","0","0","0","0","28","109","0"
"1998-01-25 12:00:00.0","7","0","0","0","0","0","12","35","0"
"1998-01-25 12:10:00.0","0","0","0","0","0","0","13","27","0"
"1998-01-25 12:20:00.0","0","0","0","0","0","0","12","120","0"
"1998-01-25 12:30:00.0","15","0","0","0","0","0","29","76","0"
"1998-01-25 12:40:00.0","0","0","0","0","0","0","13","45","0"
"1998-01-25 12:50:00.0","0","0","0","0","0","0","12","37","0"
"1998-01-25 13:00:00.0","11","0","0","0","0","0","13","38","0"
"1998-01-25 13:10:00.0","3","0","0","0","0","0","27","45","0"
"1998-01-25 13:20:00.0","0","0","0","0","0","0","13","29","0"
"1998-01-25 13:30:00.0","0","0","0","0","0","0","12","29","0"
"1998-01-25 13:40:00.0","14","0","0","0","0","0","13","41","0"
"1998-01-25 13:50:00.0","0","0","0","0","0","0","13","28","0"
"1998-01-25 14:00:00.0","0","0","0","0","0","0","28","42","0"
"1998-01-25 14:10:00.0","12","0","0","0","0","0","12","39","0"
"1998-01-25 14:20:00.0","3","0","0","0","0","0","12","41","0"
"1998-01-25 14:30:00.0","0","0","0","0","0","0","13","45","0"
"1998-01-25 14:40:00.0","2","0","0","0","0","0","12","46","0"
"1998-01-25 14:50:00.0","13","0","0","0","0","0","28","61","0"
"1998-01-25 15:00:00.0","0","0","0","0","0","0","13","28","0"
"1998-01-25 15:10:00.0","0","0","0","0","0","0","12","27","0"
"1998-01-25 15:20:00.0","13","0","0","0","0","0","12","39","0"
"1998-01-25 15:30:00.0","2","0","0","0","0","0","13","30","0"
"1998-01-25 15:40:00.0","0","0","0","0","0","0","27","42","0"
"1998-01-25 15:50:00.0","2","0","0","0","0","0","12","29","0"
"1998-01-25 16:00:00.0","13","0","0","0","0","0","13","39","0"
"1998-01-25 16:10:00.0","0","0","0","0","0","0","12","27","0"
"1998-01-25 16:20:00.0","0","0","0","0","0","0","14","29","0"
"1998-01-25 16:30:00.0","12","0","0","0","0","0","25","51","0"
"1998-01-25 16:40:00.0","2","0","0","0","0","0","12","51","0"
"1998-01-25 16:50:00.0","0","0","0","0","0","0","13","44","0"
"1998-01-25 17:00:00.0","0","0","0","0","0","0","12","42","0"
"1998-01-25 17:10:00.0","14","0","0","0","0","0","19","47","0"
"1998-01-25 17:20:00.0","0","0","0","0","0","0","21","36","0"
"1998-01-25 17:30:00.0","0","0","0","0","0","0","13","30","0"
"1998-01-25 17:40:00.0","12","0","0","0","0","0","12","89","0"
"1998-01-25 17:50:00.0","3","0","0","0","20","0","12","90","0"
"1998-01-25 18:00:00.0","0","0","0","0","73","0","30","153","0"
"1998-01-25 18:10:00.0","0","0","0","0","73","0","12","139","0"
"1998-01-25 18:20:00.0","15","0","0","0","72","0","35","174","0"
"1998-01-25 18:30:00.0","0","0","0","0","73","0","12","131","0"
"1998-01-25 18:40:00.0","0","0","0","0","3","0","12","166","0"
"1998-01-25 18:50:00.0","13","0","0","0","40","0","21","761","0"
"1998-01-25 19:00:00.0","2","0","0","0","71","0","21","317","0"
"1998-01-25 19:10:00.0","0","0","65","0","71","0","12","535","0"
"1998-01-25 19:20:00.0","5","0","75","0","73","0","12","298","0"
"1998-01-25 19:30:00.0","10","0","8","0","10","0","22","106","0"
"1998-01-25 19:40:00.0","0","0","0","0","0","0","18","52","0"
"1998-01-25 19:50:00.0","0","0","0","0","0","0","13","58","0"
"1998-01-25 20:00:00.0","15","0","16","0","0","0","14","104","0"
"1998-01-25 20:10:00.0","0","178","0","0","3","0","28","280","0"
"1998-01-25 20:20:00.0","0","220","12","0","71","0","12","419","0"
"1998-01-25 20:30:00.0","7","341","65","0","70","0","12","573","0"
"1998-01-25 20:40:00.0","8","253","65","0","18","0","35","455","0"
"1998-01-25 20:50:00.0","0","9","67","0","0","0","12","150","0"
"1998-01-25 21:00:00.0","0","302","64","0","0","0","12","423","0"
"1998-01-25 21:10:00.0","15","339","65","0","0","0","14","473","0"
"1998-01-25 21:20:00.0","0","86","67","0","0","0","26","212","0"
"1998-01-25 21:30:00.0","0","0","67","0","0","0","12","123","0"
"1998-01-25 21:40:00.0","9","0","67","0","0","0","28","158","0"
"1998-01-25 21:50:00.0","6","0","68","0","0","0","13","142","0"
"1998-01-25 22:00:00.0","0","0","67","0","0","0","12","124","0"
"1998-01-25 22:10:00.0","0","0","67","0","0","0","12","143","0"
"1998-01-25 22:20:00.0","15","0","68","0","51","0","27","213","0"
"1998-01-25 22:30:00.0","0","0","62","0","73","0","13","195","0"
"1998-01-25 22:40:00.0","0","0","0","0","74","0","12","127","0"
"1998-01-25 22:50:00.0","9","0","0","0","74","0","13","120","0"
"1998-01-25 23:00:00.0","6","0","0","0","74","0","13","118","0"
"1998-01-25 23:10:00.0","0","0","0","0","74","0","25","125","0"
"1998-01-25 23:20:00.0","0","0","0","0","76","0","13","113","0"
"1998-01-25 23:30:00.0","14","0","0","0","74","0","13","126","0"
"1998-01-25 23:40:00.0","0","0","0","0","74","0","12","113","0"
"1998-01-25 23:50:00.0","0","0","0","0","31","0","13","65","0"
"1998-01-26 00:00:00.0","11","0","0","0","0","0","12","39","0"
"1998-01-26 00:10:00.0","4","0","0","0","0","0","25","65","0"
"1998-01-26 00:20:00.0","0","0","0","0","0","0","15","51","0"
"1998-01-26 00:30:00.0","0","0","0","0","0","0","13","45","0"
"1998-01-26 00:40:00.0","15","0","0","0","0","0","13","44","0"
"1998-01-26 00:50:00.0","0","0","0","0","0","0","12","30","0"
"1998-01-26 01:00:00.0","0","0","0","0","0","0","13","30","0"
"1998-01-26 01:10:00.0","11","0","0","0","0","0","12","40","0"
"1998-01-26 01:20:00.0","4","0","0","0","0","0","28","48","0"
"1998-01-26 01:30:00.0","0","0","0","0","0","0","13","30","0"
"1998-01-26 01:40:00.0","0","0","0","0","0","0","12","31","0"
"1998-01-26 01:50:00.0","15","0","0","0","0","0","13","43","0"
"1998-01-26 02:00:00.0","0","0","0","0","0","0","12","29","0"
"1998-01-26 02:10:00.0","0","0","0","0","0","0","12","38","0"
"1998-01-26 02:20:00.0","10","0","0","0","0","0","14","60","0"
"1998-01-26 02:30:00.0","4","0","0","0","0","0","26","60","0"
"1998-01-26 02:40:00.0","0","0","0","0","0","0","13","33","0"
"1998-01-26 02:50:00.0","0","0","0","0","0","0","12","28","0"
"1998-01-26 03:00:00.0","15","0","0","0","0","0","12","40","0"
"1998-01-26 03:10:00.0","0","0","0","0","0","0","13","27","0"
"1998-01-26 03:20:00.0","0","0","0","0","0","0","12","27","0"
"1998-01-26 03:30:00.0","10","0","0","0","0","0","28","52","0"
"1998-01-26 03:40:00.0","5","0","0","0","0","0","13","31","0"
"1998-01-26 03:50:00.0","0","0","0","0","0","0","12","28","0"
"1998-01-26 04:00:00.0","0","0","0","0","0","0","12","26","0"
"1998-01-26 04:10:00.0","14","0","0","0","0","0","13","41","0"
"1998-01-26 04:20:00.0","0","0","0","0","0","0","12","27","0"
"1998-01-26 04:30:00.0","0","0","0","0","0","0","12","42","0"
"1998-01-26 04:40:00.0","9","0","0","0","0","0","28","68","0"
